code,region_l2,division,River flood,Urban flood,Coastal flood,Earthquake,Landslide,Tsunami,Volcano,Cyclone,Water scarcity,Extreme heat,Wildfire,Data_Type,Synthetic_Seed_Code
SYN001227,Synthetic Region 050,Synthetic Division 05,Very low,Low,,Medium,Very low,Very low,,High,Medium,High,High,Synthetic,17764
SYN001228,Synthetic Region 050,Synthetic Division 05,Low,Very low,,Medium,Low,,Very low,Very low,High,High,High,Synthetic,70180
SYN001229,Synthetic Region 050,Synthetic Division 05,Very high,High,,Medium,Low,,,Very low,Very low,Medium,Medium,Synthetic,17578
SYN001230,Synthetic Region 050,Synthetic Division 05,Medium,Very low,,Medium,Very low,Medium,Very low,Very low,High,Medium,Medium,Synthetic,70234
SYN001231,Synthetic Region 050,Synthetic Division 05,Very low,Very low,,Low,Very low,,,Medium,High,High,High,Synthetic,70128
SYN001232,Synthetic Region 050,Synthetic Division 05,High,Low,Low,Medium,Low,Low,,Low,Medium,High,Very high,Synthetic,17715
SYN001233,Synthetic Region 050,Synthetic Division 05,Very low,Medium,,Medium,High,,,Very low,Low,Low,Very high,Synthetic,70286
SYN001234,Synthetic Region 050,Synthetic Division 05,Very high,Low,,Medium,Very low,,Very low,Low,Low,Medium,High,Synthetic,70109
SYN001235,Synthetic Region 050,Synthetic Division 05,Very low,Very low,,Medium,High,Very low,Very low,High,Low,High,Medium,Synthetic,70202
SYN001236,Synthetic Region 050,Synthetic Division 05,Medium,Very low,Medium,High,Very low,Medium,,Very high,Very high,High,High,Synthetic,17643
SYN001237,Synthetic Region 050,Synthetic Division 05,Medium,Low,,Medium,Very low,Medium,Very low,Very high,Very high,High,Very high,Synthetic,70248
SYN001238,Synthetic Region 050,Synthetic Division 05,Medium,Very high,High,Medium,Medium,Low,,Medium,Low,High,High,Synthetic,17698
SYN001239,Synthetic Region 050,Synthetic Division 05,Very low,High,High,Medium,High,Medium,Low,High,High,High,High,Synthetic,70166
SYN001240,Synthetic Region 050,Synthetic Division 05,Very low,Low,,High,Very low,Low,,Low,Medium,High,High,Synthetic,17823
SYN001241,Synthetic Region 050,Synthetic Division 05,Very low,Low,,Medium,Medium,,Very low,,Medium,Very low,,Synthetic,72798
SYN001242,Synthetic Region 050,Synthetic Division 05,Very high,High,Medium,Medium,Medium,High,Medium,Medium,Low,Medium,Medium,Synthetic,70227
SYN001243,Synthetic Region 050,Synthetic Division 05,High,High,,Medium,Very low,,,Very low,Medium,High,High,Synthetic,17825
SYN001244,Synthetic Region 050,Synthetic Division 05,High,High,,Medium,Low,Low,,Very low,Very low,High,Medium,Synthetic,17576
SYN001245,Synthetic Region 050,Synthetic Division 05,Low,Medium,,Medium,Low,,,Medium,Medium,High,High,Synthetic,17813
SYN001246,Synthetic Region 050,Synthetic Division 05,High,Medium,Medium,Medium,Very low,Medium,,Medium,Medium,High,High,Synthetic,17876
SYN001247,Synthetic Region 050,Synthetic Division 05,Very low,High,,Medium,High,Low,,Very low,Low,Low,High,Synthetic,17671
SYN001248,Synthetic Region 050,Synthetic Division 05,Medium,Medium,,Medium,Very low,,Low,Medium,Medium,High,High,Synthetic,17681
SYN001249,Synthetic Region 050,Synthetic Division 05,Very high,High,,Medium,Very low,,,Low,High,High,Very high,Synthetic,17624
SYN001250,Synthetic Region 050,Synthetic Division 05,Medium,Low,,Medium,Low,,,Low,High,High,Medium,Synthetic,17915
SYN001251,Synthetic Region 051,Synthetic Division 06,Medium,Low,High,Low,Very low,Medium,Very low,Very high,Medium,Medium,High,Synthetic,17866
SYN001252,Synthetic Region 051,Synthetic Division 06,Low,High,Very low,High,Low,,Medium,High,Low,Very high,High,Synthetic,70213
SYN001253,Synthetic Region 051,Synthetic Division 06,High,High,,High,Very low,,,Very low,High,High,High,Synthetic,17904
SYN001254,Synthetic Region 051,Synthetic Division 06,Medium,Low,,Medium,Medium,,,High,Medium,High,High,Synthetic,17765
SYN001255,Synthetic Region 051,Synthetic Division 06,Low,,,,High,Medium,Very low,,Low,,Very low,Synthetic,72824
SYN001256,Synthetic Region 051,Synthetic Division 06,Low,Medium,Very low,Medium,Very low,Medium,Very low,Medium,Very high,High,High,Synthetic,17564
SYN001257,Synthetic Region 051,Synthetic Division 06,Low,Low,Low,High,Very low,Low,,Medium,Medium,Medium,Medium,Synthetic,17750
SYN001258,Synthetic Region 051,Synthetic Division 06,Low,Medium,High,Medium,Medium,Low,,Medium,Low,High,Very high,Synthetic,17696
SYN001259,Synthetic Region 051,Synthetic Division 06,High,Low,Very low,Medium,Very low,Medium,,High,Low,High,High,Synthetic,70226
SYN001260,Synthetic Region 051,Synthetic Division 06,Very low,Low,,Low,Low,Low,,Low,Medium,High,Very high,Synthetic,70174
SYN001261,Synthetic Region 051,Synthetic Division 06,High,Very high,High,Low,Very low,Medium,,Very high,Low,High,Medium,Synthetic,70291
SYN001262,Synthetic Region 051,Synthetic Division 06,Medium,Low,,Medium,Very low,,Low,Low,High,High,Very high,Synthetic,17917
SYN001263,Synthetic Region 051,Synthetic Division 06,Very low,Medium,Medium,Medium,High,,Low,Very low,High,Medium,Medium,Synthetic,17861
SYN001264,Synthetic Region 051,Synthetic Division 06,High,Very low,,High,Very low,,,Low,High,High,Very high,Synthetic,17715
SYN001265,Synthetic Region 051,Synthetic Division 06,Low,Low,Very low,Medium,Very low,,,Medium,High,High,High,Synthetic,17845
SYN001266,Synthetic Region 051,Synthetic Division 06,Low,Medium,Medium,Low,Low,,,Very low,Medium,High,High,Synthetic,17732
SYN001267,Synthetic Region 051,Synthetic Division 06,Low,Low,,Medium,Low,,,Medium,Medium,Very high,Very high,Synthetic,17746
SYN001268,Synthetic Region 051,Synthetic Division 06,High,Low,,Low,Very low,,,Very low,High,Very high,Very high,Synthetic,70270
SYN001269,Synthetic Region 051,Synthetic Division 06,High,Low,Very low,Medium,Very low,,,Very low,High,High,High,Synthetic,17919
SYN001270,Synthetic Region 051,Synthetic Division 06,Medium,Low,,Medium,Very low,,,Low,High,High,High,Synthetic,17896
SYN001271,Synthetic Region 051,Synthetic Division 06,High,Medium,,Medium,Very low,,,Medium,High,High,High,Synthetic,70254
SYN001272,Synthetic Region 051,Synthetic Division 06,High,Low,,Medium,Low,,,Low,High,High,High,Synthetic,17594
SYN001273,Synthetic Region 051,Synthetic Division 06,High,High,,Medium,Very low,,Medium,Low,Medium,High,High,Synthetic,17624
SYN001274,Synthetic Region 051,Synthetic Division 06,Medium,Low,,Low,Low,,,High,Medium,High,High,Synthetic,17550
SYN001275,Synthetic Region 051,Synthetic Division 06,Very low,Low,,Medium,Medium,,,Very low,High,High,High,Synthetic,70135
SYN001276,Synthetic Region 052,Synthetic Division 06,Medium,Low,,Medium,Low,,,Very low,High,High,Medium,Synthetic,17929
SYN001277,Synthetic Region 052,Synthetic Division 06,High,Low,Low,Medium,Very low,,Very low,Very low,Very high,High,High,Synthetic,17908
SYN001278,Synthetic Region 052,Synthetic Division 06,Low,Very low,High,High,Very low,Medium,Very low,Medium,Very high,High,High,Synthetic,17641
SYN001279,Synthetic Region 052,Synthetic Division 06,Very high,Very low,Medium,Medium,Low,Low,,Very low,High,High,High,Synthetic,17628
SYN001280,Synthetic Region 052,Synthetic Division 06,High,Medium,,High,Very low,,Very low,Low,Low,High,Very high,Synthetic,17562
SYN001281,Synthetic Region 052,Synthetic Division 06,High,Medium,Very low,Medium,Very low,,,Low,Very high,High,Medium,Synthetic,17911
SYN001282,Synthetic Region 052,Synthetic Division 06,Low,Low,,High,Very low,,,Very high,Low,Medium,High,Synthetic,70208
SYN001283,Synthetic Region 052,Synthetic Division 06,High,High,Very low,Medium,Very low,Medium,,High,Medium,High,Very high,Synthetic,70226
SYN001284,Synthetic Region 052,Synthetic Division 06,Very low,,,,Medium,,,Very low,Low,Very low,,Synthetic,72799
SYN001285,Synthetic Region 052,Synthetic Division 06,Medium,Low,,Medium,Very low,,Very low,Very low,High,High,High,Synthetic,70257
SYN001286,Synthetic Region 052,Synthetic Division 06,High,Medium,,Medium,Low,Medium,,Very low,High,Medium,High,Synthetic,17821
SYN001287,Synthetic Region 052,Synthetic Division 06,Very low,,,Medium,High,,Low,Very low,Medium,Medium,,Synthetic,72843
SYN001288,Synthetic Region 052,Synthetic Division 06,Low,Very low,,Low,Medium,,Very low,High,High,High,High,Synthetic,17773
SYN001289,Synthetic Region 052,Synthetic Division 06,Very low,Low,Low,Medium,Very low,,,High,Medium,High,High,Synthetic,70095
SYN001290,Synthetic Region 052,Synthetic Division 06,High,High,Medium,High,Very low,,Very low,Very low,Medium,High,High,Synthetic,17936
SYN001291,Synthetic Region 052,Synthetic Division 06,Medium,Low,,Medium,High,Very low,,High,Medium,High,High,Synthetic,17773
SYN001292,Synthetic Region 052,Synthetic Division 06,Medium,Low,,Medium,Low,Low,Very low,Medium,Low,Medium,High,Synthetic,70211
SYN001293,Synthetic Region 052,Synthetic Division 06,Very low,Very low,,,Medium,,,Very low,Very low,,Very low,Synthetic,72812
SYN001294,Synthetic Region 052,Synthetic Division 06,High,Medium,,Medium,High,Very low,Very low,High,Medium,Medium,Very high,Synthetic,17769
SYN001295,Synthetic Region 052,Synthetic Division 06,Medium,Medium,,High,Very low,,Low,High,Medium,High,High,Synthetic,70115
SYN001296,Synthetic Region 052,Synthetic Division 06,Medium,Very low,,Medium,Very low,,,Very low,High,High,High,Synthetic,17927
SYN001297,Synthetic Region 052,Synthetic Division 06,Very low,,Very low,Low,Medium,Low,,,Low,,Low,Synthetic,72848
SYN001298,Synthetic Region 052,Synthetic Division 06,Very high,Medium,,Low,Very low,Low,,Low,Medium,Medium,High,Synthetic,17933
SYN001299,Synthetic Region 052,Synthetic Division 06,Low,Medium,,High,Low,,,High,Medium,High,High,Synthetic,17687
SYN001300,Synthetic Region 052,Synthetic Division 06,Very low,Low,Very high,Medium,Very low,Medium,,High,High,High,High,Synthetic,17641
SYN001301,Synthetic Region 053,Synthetic Division 06,High,Low,,High,Very low,Low,Low,Medium,High,Very high,High,Synthetic,17890
SYN001302,Synthetic Region 053,Synthetic Division 06,Very low,,,Medium,Very high,,Low,,Very low,Very low,,Synthetic,72830
SYN001303,Synthetic Region 053,Synthetic Division 06,Low,Medium,Medium,Low,Very low,,,High,Medium,Low,Very high,Synthetic,70159
SYN001304,Synthetic Region 053,Synthetic Division 06,Medium,Low,Medium,High,Very low,Very low,,Low,High,Medium,High,Synthetic,17609
SYN001305,Synthetic Region 053,Synthetic Division 06,Very low,Low,Medium,Medium,Very low,Very low,,High,High,High,Medium,Synthetic,17600
SYN001306,Synthetic Region 053,Synthetic Division 06,Very low,Low,,Medium,Medium,,,Medium,Medium,High,High,Synthetic,17683
SYN001307,Synthetic Region 053,Synthetic Division 06,Low,Very low,,Medium,Very low,Low,,Medium,High,High,High,Synthetic,70249
SYN001308,Synthetic Region 053,Synthetic Division 06,Very low,Medium,Very low,High,Medium,Medium,,Low,Medium,Medium,High,Synthetic,17932
SYN001309,Synthetic Region 053,Synthetic Division 06,Low,Low,Very low,Medium,Very low,Very low,,High,Medium,Very high,High,Synthetic,70292
SYN001310,Synthetic Region 053,Synthetic Division 06,Medium,Very low,Very low,Medium,Very low,,Low,Low,High,High,High,Synthetic,70138
SYN001311,Synthetic Region 053,Synthetic Division 06,Very low,Low,Medium,Medium,Very low,,,,Low,Low,,Synthetic,72832
SYN001312,Synthetic Region 053,Synthetic Division 06,Low,Very low,Low,High,Low,,,Very low,High,High,Medium,Synthetic,70231
SYN001313,Synthetic Region 053,Synthetic Division 06,Medium,Low,Low,Medium,Low,,,Very low,Very high,High,High,Synthetic,17604
SYN001314,Synthetic Region 053,Synthetic Division 06,High,Medium,Medium,Medium,Low,,Very low,Very low,High,High,High,Synthetic,17832
SYN001315,Synthetic Region 053,Synthetic Division 06,Very low,,,High,High,,,Very low,Medium,Low,,Synthetic,72810
SYN001316,Synthetic Region 053,Synthetic Division 06,Low,Low,,Medium,Very low,,Very low,Very low,Very high,Medium,Medium,Synthetic,70263
SYN001317,Synthetic Region 053,Synthetic Division 06,Very high,Medium,Very low,Medium,Very low,,,Very low,High,Very high,Very high,Synthetic,17631
SYN001318,Synthetic Region 053,Synthetic Division 06,Very low,Very low,,Low,Low,,Low,Low,Medium,Medium,Medium,Synthetic,70240
SYN001319,Synthetic Region 053,Synthetic Division 06,Medium,Very low,,Low,Very low,,,Very low,High,Very high,High,Synthetic,17935
SYN001320,Synthetic Region 053,Synthetic Division 06,Very high,Low,,Medium,Low,,,Low,High,High,Medium,Synthetic,17897
SYN001321,Synthetic Region 053,Synthetic Division 06,Medium,Medium,,Medium,Very low,,,Medium,Very high,Medium,Medium,Synthetic,17553
SYN001322,Synthetic Region 053,Synthetic Division 06,Very high,Medium,,Low,Low,Low,Very low,Very low,High,High,Medium,Synthetic,70238
SYN001323,Synthetic Region 053,Synthetic Division 06,Medium,Very low,Medium,Medium,Very low,Medium,Very low,High,Low,Very high,Very high,Synthetic,17866
SYN001324,Synthetic Region 053,Synthetic Division 06,Very low,Medium,,Medium,High,,,Low,Low,Medium,High,Synthetic,17794
SYN001325,Synthetic Region 053,Synthetic Division 06,Very high,High,,Low,High,,,Very low,Very low,High,Medium,Synthetic,70084
SYN001326,Synthetic Region 054,Synthetic Division 06,Very high,Very high,,High,Very low,Very low,,Low,Very low,High,High,Synthetic,17580
SYN001327,Synthetic Region 054,Synthetic Division 06,Very low,Very low,,Medium,Low,Very low,Low,High,Medium,Medium,High,Synthetic,17695
SYN001328,Synthetic Region 054,Synthetic Division 06,Low,Medium,Very low,Medium,Medium,,,High,High,Medium,High,Synthetic,17769
SYN001329,Synthetic Region 054,Synthetic Division 06,High,High,,Medium,Low,,,Very low,Very low,High,High,Synthetic,17578
SYN001330,Synthetic Region 054,Synthetic Division 06,High,Very low,Very low,High,Very low,,,Very low,Medium,Very high,High,Synthetic,70264
SYN001331,Synthetic Region 054,Synthetic Division 06,Very low,Low,,Low,Very low,,Very low,Medium,High,High,High,Synthetic,70128
SYN001332,Synthetic Region 054,Synthetic Division 06,Very low,Very low,,Medium,Medium,Very low,Very low,Medium,Low,Low,Very high,Synthetic,70192
SYN001333,Synthetic Region 054,Synthetic Division 06,High,High,Very high,Medium,Very low,Medium,Low,High,Very low,High,High,Synthetic,70218
SYN001334,Synthetic Region 054,Synthetic Division 06,High,Medium,,Medium,Very low,,Low,High,Low,High,High,Synthetic,70246
SYN001335,Synthetic Region 054,Synthetic Division 06,Medium,Medium,,Medium,Very low,,Very low,Low,Medium,High,High,Synthetic,17907
SYN001336,Synthetic Region 054,Synthetic Division 06,Very low,Low,Very low,High,Very low,,,,High,High,High,Synthetic,17823
SYN001337,Synthetic Region 054,Synthetic Division 06,Medium,Low,,Medium,Very low,,Medium,Medium,High,High,Very high,Synthetic,17644
SYN001338,Synthetic Region 054,Synthetic Division 06,Low,Medium,,Low,Very high,Low,Very low,Low,Very low,Medium,High,Synthetic,17932
SYN001339,Synthetic Region 054,Synthetic Division 06,Low,Low,,Medium,Medium,Very low,,High,High,High,High,Synthetic,70185
SYN001340,Synthetic Region 054,Synthetic Division 06,Medium,Medium,,Low,Low,,,Very low,Low,Very high,High,Synthetic,17576
SYN001341,Synthetic Region 054,Synthetic Division 06,Low,Low,,Low,Low,Very low,,Very low,Very high,Medium,High,Synthetic,17736
SYN001342,Synthetic Region 054,Synthetic Division 06,Low,Very low,Medium,Medium,Very low,Medium,,Low,Medium,Medium,Very high,Synthetic,17756
SYN001343,Synthetic Region 054,Synthetic Division 06,High,Very low,Medium,Medium,Very low,,,Low,High,Very high,High,Synthetic,17933
SYN001344,Synthetic Region 054,Synthetic Division 06,Low,Low,,Medium,Very low,,Very low,Very low,High,Very high,Medium,Synthetic,17623
SYN001345,Synthetic Region 054,Synthetic Division 06,High,Low,,High,Very low,Very low,,Very low,High,High,High,Synthetic,70271
SYN001346,Synthetic Region 054,Synthetic Division 06,Very low,,Very low,Medium,High,,Low,Very low,Medium,Medium,,Synthetic,72810
SYN001347,Synthetic Region 054,Synthetic Division 06,Medium,High,Very low,Low,Low,,,Very high,Low,High,High,Synthetic,70107
SYN001348,Synthetic Region 054,Synthetic Division 06,Low,,,High,Medium,Low,Very low,Low,Very low,Very low,,Synthetic,72796
SYN001349,Synthetic Region 054,Synthetic Division 06,High,Low,High,High,Very low,Medium,Low,Medium,High,Medium,High,Synthetic,70247
SYN001350,Synthetic Region 054,Synthetic Division 06,Medium,Medium,,Medium,Medium,,Very low,Medium,Very low,Very low,High,Synthetic,70188
SYN001351,Synthetic Region 055,Synthetic Division 06,High,Low,,Low,Very low,,,Very low,High,High,High,Synthetic,70132
SYN001352,Synthetic Region 055,Synthetic Division 06,,Medium,,High,Medium,,,Low,Low,High,High,Synthetic,17581
SYN001353,Synthetic Region 055,Synthetic Division 06,Very low,,,High,Low,,,Very low,Medium,Very low,Low,Synthetic,72827
SYN001354,Synthetic Region 055,Synthetic Division 06,High,Medium,Very low,High,Very low,,,Very low,High,High,Very high,Synthetic,17943
SYN001355,Synthetic Region 055,Synthetic Division 06,Medium,Low,,Medium,Very low,Low,,Very low,Medium,Medium,High,Synthetic,17921
SYN001356,Synthetic Region 055,Synthetic Division 06,Very low,,,,High,Medium,,,Low,,,Synthetic,72836
SYN001357,Synthetic Region 055,Synthetic Division 06,High,Low,Very low,Medium,Very low,,,High,Medium,Medium,High,Synthetic,17687
SYN001358,Synthetic Region 055,Synthetic Division 06,Medium,Low,,Medium,Medium,,,Very low,Medium,High,Medium,Synthetic,17903
SYN001359,Synthetic Region 055,Synthetic Division 06,Low,Low,,Low,High,,,Low,Very low,Medium,High,Synthetic,17806
SYN001360,Synthetic Region 055,Synthetic Division 06,Medium,Medium,,Low,Very low,,Low,Low,High,Medium,High,Synthetic,17846
SYN001361,Synthetic Region 055,Synthetic Division 06,Low,Low,,High,Very low,,Medium,Very high,Medium,Medium,Very high,Synthetic,17682
SYN001362,Synthetic Region 055,Synthetic Division 06,Low,Very low,,High,Very low,,Very low,Medium,Medium,High,High,Synthetic,70237
SYN001363,Synthetic Region 055,Synthetic Division 06,Low,Low,,High,Very low,Very low,,Medium,High,Medium,High,Synthetic,17616
SYN001364,Synthetic Region 055,Synthetic Division 06,Very low,,Very low,High,Very high,,,,Low,Low,,Synthetic,72782
SYN001365,Synthetic Region 055,Synthetic Division 06,Very low,Medium,Very low,Medium,Medium,Medium,Very low,High,Medium,Medium,High,Synthetic,17700
SYN001366,Synthetic Region 055,Synthetic Division 06,Medium,Low,,Medium,Very low,,,Very low,High,High,High,Synthetic,70096
SYN001367,Synthetic Region 055,Synthetic Division 06,Low,Medium,,Medium,Medium,Low,Very low,Medium,Low,Medium,Medium,Synthetic,70197
SYN001368,Synthetic Region 055,Synthetic Division 06,Medium,Low,Low,Medium,Very low,,,Low,Medium,High,High,Synthetic,17840
